Timestamp,ID_Estacion,Dia_Semana,Es_Festivo,Es_Domingo,Hora_del_Dia,Es_Hora_Pico,Evento_Cercano,Temperatura_C,Precipitacion_mm,Flujo_Pasajeros
2024-01-01 10:00:00-05:00,1,0,1,0,10,0,0,25.5,0.0,246
2024-01-01 10:00:00-05:00,2,0,1,0,10,0,0,25.5,0.0,205
2024-01-01 10:00:00-05:00,3,0,1,0,10,0,0,26.1,0.0,152
2024-01-01 10:00:00-05:00,4,0,1,0,10,0,0,26.0,0.0,138
2024-01-01 11:00:00-05:00,1,0,1,0,11,0,0,25.9,0.0,318
2024-01-01 11:00:00-05:00,2,0,1,0,11,0,0,25.8,0.0,220
2024-01-01 11:00:00-05:00,3,0,1,0,11,0,0,26.1,0.0,171
2024-01-01 11:00:00-05:00,4,0,1,0,11,0,0,26.0,0.0,161
2024-01-01 12:00:00-05:00,1,0,1,0,12,0,0,26.1,0.0,282
2024-01-01 12:00:00-05:00,2,0,1,0,12,0,0,25.6,0.0,184
2024-01-01 12:00:00-05:00,3,0,1,0,12,0,0,26.3,0.0,155
2024-01-01 12:00:00-05:00,4,0,1,0,12,0,0,26.2,0.0,147
2024-01-01 13:00:00-05:00,1,0,1,0,13,0,0,25.4,0.0,276
2024-01-01 13:00:00-05:00,2,0,1,0,13,0,0,25.6,0.0,163
2024-01-01 13:00:00-05:00,3,0,1,0,13,0,0,26.0,0.0,191
2024-01-01 13:00:00-05:00,4,0,1,0,13,0,0,26.4,0.0,148
2024-01-01 14:00:00-05:00,1,0,1,0,14,0,0,26.0,0.0,182
2024-01-01 14:00:00-05:00,2,0,1,0,14,0,0,25.2,0.0,185
2024-01-01 14:00:00-05:00,3,0,1,0,14,0,0,25.6,0.0,170
2024-01-01 14:00:00-05:00,4,0,1,0,14,0,0,26.2,0.0,151
2024-01-01 15:00:00-05:00,1,0,1,0,15,0,0,25.0,0.0,159
2024-01-01 15:00:00-05:00,2,0,1,0,15,0,0,24.2,0.0,154
2024-01-01 15:00:00-05:00,3,0,1,0,15,0,0,24.8,0.0,118
2024-01-01 15:00:00-05:00,4,0,1,0,15,0,0,24.9,0.0,92
2024-01-01 16:00:00-05:00,1,0,1,0,16,1,0,25.0,0.0,429
2024-01-01 16:00:00-05:00,2,0,1,0,16,1,0,24.4,0.0,341
2024-01-01 16:00:00-05:00,3,0,1,0,16,1,0,24.2,0.0,275
2024-01-01 16:00:00-05:00,4,0,1,0,16,1,0,24.6,0.0,217
2024-01-01 17:00:00-05:00,1,0,1,0,17,1,0,23.3,0.0,456
2024-01-01 17:00:00-05:00,2,0,1,0,17,1,0,22.9,0.0,462
2024-01-01 17:00:00-05:00,3,0,1,0,17,1,1,23.2,0.0,517
2024-01-01 17:00:00-05:00,4,0,1,0,17,1,0,22.9,0.0,151
2024-01-01 18:00:00-05:00,1,0,1,0,18,1,0,21.9,0.0,364
2024-01-01 18:00:00-05:00,2,0,1,0,18,1,0,21.7,0.0,404
2024-01-01 18:00:00-05:00,3,0,1,0,18,1,0,21.7,0.0,269
2024-01-01 18:00:00-05:00,4,0,1,0,18,1,0,22.1,0.0,251
2024-01-01 19:00:00-05:00,1,0,1,0,19,0,0,21.3,0.0,148
2024-01-01 19:00:00-05:00,2,0,1,0,19,0,0,21.3,0.0,195
2024-01-01 19:00:00-05:00,3,0,1,0,19,0,0,20.5,0.0,131
2024-01-01 19:00:00-05:00,4,0,1,0,19,0,0,21.0,0.0,125
2024-01-01 20:00:00-05:00,1,0,1,0,20,0,0,20.5,0.0,168
2024-01-01 20:00:00-05:00,2,0,1,0,20,0,0,19.3,0.0,183
2024-01-01 20:00:00-05:00,3,0,1,0,20,0,0,20.2,0.0,115
2024-01-01 20:00:00-05:00,4,0,1,0,20,0,0,19.9,0.0,120
2024-01-01 21:00:00-05:00,1,0,1,0,21,0,0,19.4,0.0,152
2024-01-01 21:00:00-05:00,2,0,1,0,21,0,0,18.1,0.0,154
2024-01-01 21:00:00-05:00,3,0,1,0,21,0,1,19.7,0.0,223
2024-01-01 21:00:00-05:00,4,0,1,0,21,0,0,18.9,0.0,102
2024-01-01 22:00:00-05:00,1,0,1,0,22,0,0,19.0,0.0,111
2024-01-01 22:00:00-05:00,2,0,1,0,22,0,0,18.8,0.0,94
2024-01-01 22:00:00-05:00,3,0,1,0,22,0,0,18.5,0.0,65
2024-01-01 22:00:00-05:00,4,0,1,0,22,0,0,18.4,0.0,57
2024-01-01 23:00:00-05:00,1,0,1,0,23,0,0,17.3,0.0,67
2024-01-01 23:00:00-05:00,2,0,1,0,23,0,0,17.2,0.0,67
2024-01-01 23:00:00-05:00,3,0,1,0,23,0,0,17.6,0.0,48
2024-01-01 23:00:00-05:00,4,0,1,0,23,0,0,17.6,0.0,48
2024-01-02 00:00:00-05:00,1,1,0,0,0,0,0,17.7,0.0,21
2024-01-02 00:00:00-05:00,2,1,0,0,0,0,0,18.3,0.0,19
2024-01-02 00:00:00-05:00,3,1,0,0,0,0,0,17.9,0.0,22
2024-01-02 00:00:00-05:00,4,1,0,0,0,0,0,17.9,0.0,12
2024-01-02 01:00:00-05:00,1,1,0,0,1,0,0,17.7,0.0,152
2024-01-02 01:00:00-05:00,2,1,0,0,1,0,0,18.5,0.0,138
2024-01-02 01:00:00-05:00,3,1,0,0,1,0,0,18.1,0.0,133
2024-01-02 01:00:00-05:00,4,1,0,0,1,0,0,18.6,0.0,125
2024-01-02 02:00:00-05:00,1,1,0,0,2,0,0,18.9,0.0,205
2024-01-02 02:00:00-05:00,2,1,0,0,2,0,0,18.3,0.0,229
2024-01-02 02:00:00-05:00,3,1,0,0,2,0,0,18.8,0.0,192
2024-01-02 02:00:00-05:00,4,1,0,0,2,0,0,18.1,0.0,199
2024-01-02 03:00:00-05:00,1,1,0,0,3,0,0,18.4,0.0,371
2024-01-02 03:00:00-05:00,2,1,0,0,3,0,0,19.0,0.0,238
2024-01-02 03:00:00-05:00,3,1,0,0,3,0,0,18.6,0.0,230
2024-01-02 03:00:00-05:00,4,1,0,0,3,0,0,18.8,0.0,174
2024-01-02 04:00:00-05:00,1,1,0,0,4,0,0,20.0,0.0,413
2024-01-02 04:00:00-05:00,2,1,0,0,4,0,0,19.6,0.0,331
2024-01-02 04:00:00-05:00,3,1,0,0,4,0,0,20.7,0.0,280
2024-01-02 04:00:00-05:00,4,1,0,0,4,0,0,20.3,0.0,285
2024-01-02 05:00:00-05:00,1,1,0,0,5,0,0,21.5,0.0,354
2024-01-02 05:00:00-05:00,2,1,0,0,5,0,0,21.3,0.0,321
2024-01-02 05:00:00-05:00,3,1,0,0,5,0,0,21.4,0.0,207
2024-01-02 05:00:00-05:00,4,1,0,0,5,0,0,20.7,0.0,178
2024-01-02 06:00:00-05:00,1,1,0,0,6,1,0,22.7,0.0,1161
2024-01-02 06:00:00-05:00,2,1,0,0,6,1,0,22.4,0.0,765
2024-01-02 06:00:00-05:00,3,1,0,0,6,1,0,22.6,0.0,1302
2024-01-02 06:00:00-05:00,4,1,0,0,6,1,0,22.4,0.0,706
2024-01-02 07:00:00-05:00,1,1,0,0,7,1,0,22.8,0.0,1681
2024-01-02 07:00:00-05:00,2,1,0,0,7,1,0,22.6,0.0,1253
2024-01-02 07:00:00-05:00,3,1,0,0,7,1,0,22.9,0.0,730
2024-01-02 07:00:00-05:00,4,1,0,0,7,1,0,23.0,0.0,733
2024-01-02 08:00:00-05:00,1,1,0,0,8,1,0,23.6,0.0,1242
2024-01-02 08:00:00-05:00,2,1,0,0,8,1,0,24.5,0.0,946
2024-01-02 08:00:00-05:00,3,1,0,0,8,1,0,24.6,0.0,806
2024-01-02 08:00:00-05:00,4,1,0,0,8,1,0,24.5,0.0,849
2024-01-02 09:00:00-05:00,1,1,0,0,9,0,0,25.5,0.0,419
2024-01-02 09:00:00-05:00,2,1,0,0,9,0,0,24.9,4.1,425
2024-01-02 09:00:00-05:00,3,1,0,0,9,0,0,24.7,0.0,269
2024-01-02 09:00:00-05:00,4,1,0,0,9,0,0,24.9,0.0,175
2024-01-02 10:00:00-05:00,1,1,0,0,10,0,0,25.4,0.0,678
2024-01-02 10:00:00-05:00,2,1,0,0,10,0,0,25.8,0.0,727
2024-01-02 10:00:00-05:00,3,1,0,0,10,0,0,25.7,0.0,466
2024-01-02 10:00:00-05:00,4,1,0,0,10,0,0,25.8,0.0,452
2024-01-02 11:00:00-05:00,1,1,0,0,11,0,0,25.0,0.0,669
2024-01-02 11:00:00-05:00,2,1,0,0,11,0,0,25.3,0.0,698
2024-01-02 11:00:00-05:00,3,1,0,0,11,0,0,26.1,0.0,489
2024-01-02 11:00:00-05:00,4,1,0,0,11,0,0,25.2,0.0,475
2024-01-02 12:00:00-05:00,1,1,0,0,12,0,0,26.0,0.0,699
2024-01-02 12:00:00-05:00,2,1,0,0,12,0,0,26.2,0.0,526
2024-01-02 12:00:00-05:00,3,1,0,0,12,0,1,26.3,0.0,1437
2024-01-02 12:00:00-05:00,4,1,0,0,12,0,0,27.1,0.0,411
2024-01-02 13:00:00-05:00,1,1,0,0,13,0,0,25.4,0.0,827
2024-01-02 13:00:00-05:00,2,1,0,0,13,0,0,25.8,0.0,614
2024-01-02 13:00:00-05:00,3,1,0,0,13,0,0,25.6,0.0,481
2024-01-02 13:00:00-05:00,4,1,0,0,13,0,0,26.0,0.0,511
2024-01-02 14:00:00-05:00,1,1,0,0,14,0,0,25.7,0.0,723
2024-01-02 14:00:00-05:00,2,1,0,0,14,0,0,25.8,0.0,785
2024-01-02 14:00:00-05:00,3,1,0,0,14,0,0,26.0,0.0,421
2024-01-02 14:00:00-05:00,4,1,0,0,14,0,0,24.6,3.4,385
2024-01-02 15:00:00-05:00,1,1,0,0,15,0,0,24.4,0.0,467
2024-01-02 15:00:00-05:00,2,1,0,0,15,0,0,25.2,0.0,490
2024-01-02 15:00:00-05:00,3,1,0,0,15,0,0,25.8,0.0,325
2024-01-02 15:00:00-05:00,4,1,0,0,15,0,0,25.0,0.0,368
2024-01-02 16:00:00-05:00,1,1,0,0,16,1,0,24.6,0.0,1419
2024-01-02 16:00:00-05:00,2,1,0,0,16,1,0,23.4,0.0,949
2024-01-02 16:00:00-05:00,3,1,0,0,16,1,0,24.3,1.5,880
2024-01-02 16:00:00-05:00,4,1,0,0,16,1,0,24.4,0.0,663
2024-01-02 17:00:00-05:00,1,1,0,0,17,1,0,23.0,0.0,967
2024-01-02 17:00:00-05:00,2,1,0,0,17,1,0,23.2,0.0,1241
2024-01-02 17:00:00-05:00,3,1,0,0,17,1,0,22.6,0.0,879
2024-01-02 17:00:00-05:00,4,1,0,0,17,1,0,22.5,0.0,852
2024-01-02 18:00:00-05:00,1,1,0,0,18,1,0,21.4,0.0,1264
2024-01-02 18:00:00-05:00,2,1,0,0,18,1,0,22.0,0.0,1086
2024-01-02 18:00:00-05:00,3,1,0,0,18,1,0,21.5,0.0,701
2024-01-02 18:00:00-05:00,4,1,0,0,18,1,0,23.0,0.0,817
2024-01-02 19:00:00-05:00,1,1,0,0,19,0,0,20.4,0.0,526
2024-01-02 19:00:00-05:00,2,1,0,0,19,0,0,20.3,0.0,500
2024-01-02 19:00:00-05:00,3,1,0,0,19,0,0,20.8,0.0,425
2024-01-02 19:00:00-05:00,4,1,0,0,19,0,0,20.7,0.0,380
2024-01-02 20:00:00-05:00,1,1,0,0,20,0,0,20.8,0.0,430
2024-01-02 20:00:00-05:00,2,1,0,0,20,0,0,20.3,0.0,390
2024-01-02 20:00:00-05:00,3,1,0,0,20,0,0,21.1,0.0,309
2024-01-02 20:00:00-05:00,4,1,0,0,20,0,0,19.7,0.0,200
2024-01-02 21:00:00-05:00,1,1,0,0,21,0,0,19.3,0.0,619
2024-01-02 21:00:00-05:00,2,1,0,0,21,0,0,20.3,0.0,427
2024-01-02 21:00:00-05:00,3,1,0,0,21,0,0,18.0,0.0,258
2024-01-02 21:00:00-05:00,4,1,0,0,21,0,0,19.0,0.0,324
2024-01-02 22:00:00-05:00,1,1,0,0,22,0,0,18.7,0.0,215
2024-01-02 22:00:00-05:00,2,1,0,0,22,0,0,18.7,0.0,234
2024-01-02 22:00:00-05:00,3,1,0,0,22,0,0,17.8,0.0,142
2024-01-02 22:00:00-05:00,4,1,0,0,22,0,0,18.2,0.0,180
2024-01-02 23:00:00-05:00,1,1,0,0,23,0,0,18.0,0.0,161
2024-01-02 23:00:00-05:00,2,1,0,0,23,0,0,17.8,0.0,134
2024-01-02 23:00:00-05:00,3,1,0,0,23,0,0,18.7,0.0,113
2024-01-02 23:00:00-05:00,4,1,0,0,23,0,0,17.9,0.0,127
2024-01-03 00:00:00-05:00,1,2,0,0,0,0,0,18.7,0.0,23
2024-01-03 00:00:00-05:00,2,2,0,0,0,0,0,18.2,0.0,20
2024-01-03 00:00:00-05:00,3,2,0,0,0,0,0,17.5,0.0,16
2024-01-03 00:00:00-05:00,4,2,0,0,0,0,0,17.6,0.0,13
2024-01-03 01:00:00-05:00,1,2,0,0,1,0,0,17.8,0.0,134
2024-01-03 01:00:00-05:00,2,2,0,0,1,0,0,18.8,0.0,129
2024-01-03 01:00:00-05:00,3,2,0,0,1,0,0,18.4,0.0,139
2024-01-03 01:00:00-05:00,4,2,0,0,1,0,0,19.0,0.0,92
2024-01-03 02:00:00-05:00,1,2,0,0,2,0,0,17.6,0.0,271
2024-01-03 02:00:00-05:00,2,2,0,0,2,0,0,17.9,0.0,244
2024-01-03 02:00:00-05:00,3,2,0,0,2,0,0,17.5,0.0,221
2024-01-03 02:00:00-05:00,4,2,0,0,2,0,0,18.8,0.0,148
2024-01-03 03:00:00-05:00,1,2,0,0,3,0,0,19.1,0.0,286
2024-01-03 03:00:00-05:00,2,2,0,0,3,0,0,18.9,0.0,364
2024-01-03 03:00:00-05:00,3,2,0,0,3,0,0,19.5,0.0,178
2024-01-03 03:00:00-05:00,4,2,0,0,3,0,0,19.8,0.0,221
2024-01-03 04:00:00-05:00,1,2,0,0,4,0,0,19.7,0.0,311
2024-01-03 04:00:00-05:00,2,2,0,0,4,0,0,19.2,0.0,462
2024-01-03 04:00:00-05:00,3,2,0,0,4,0,0,19.3,0.0,291
2024-01-03 04:00:00-05:00,4,2,0,0,4,0,0,19.6,0.0,191
2024-01-03 05:00:00-05:00,1,2,0,0,5,0,0,21.1,0.0,510
2024-01-03 05:00:00-05:00,2,2,0,0,5,0,0,21.8,0.0,406
2024-01-03 05:00:00-05:00,3,2,0,0,5,0,0,21.1,0.0,248
2024-01-03 05:00:00-05:00,4,2,0,0,5,0,0,20.7,0.0,209
2024-01-03 06:00:00-05:00,1,2,0,0,6,1,0,21.8,0.0,991
2024-01-03 06:00:00-05:00,2,2,0,0,6,1,0,22.5,0.0,974
2024-01-03 06:00:00-05:00,3,2,0,0,6,1,0,21.8,0.0,1085
2024-01-03 06:00:00-05:00,4,2,0,0,6,1,0,21.7,0.0,636
2024-01-03 07:00:00-05:00,1,2,0,0,7,1,0,22.6,0.0,1257
2024-01-03 07:00:00-05:00,2,2,0,0,7,1,0,23.5,0.0,1106
2024-01-03 07:00:00-05:00,3,2,0,0,7,1,0,22.3,0.0,998
2024-01-03 07:00:00-05:00,4,2,0,0,7,1,0,22.3,0.0,791
2024-01-03 08:00:00-05:00,1,2,0,0,8,1,0,23.9,0.0,1131
2024-01-03 08:00:00-05:00,2,2,0,0,8,1,0,23.5,0.0,1450
2024-01-03 08:00:00-05:00,3,2,0,0,8,1,0,23.9,0.0,811
2024-01-03 08:00:00-05:00,4,2,0,0,8,1,1,24.1,0.0,1559
2024-01-03 09:00:00-05:00,1,2,0,0,9,0,0,25.7,0.0,399
2024-01-03 09:00:00-05:00,2,2,0,0,9,0,0,25.1,0.0,425
2024-01-03 09:00:00-05:00,3,2,0,0,9,0,0,25.8,0.0,399
2024-01-03 09:00:00-05:00,4,2,0,0,9,0,0,24.5,0.0,282
2024-01-03 10:00:00-05:00,1,2,0,0,10,0,0,24.7,0.0,677
2024-01-03 10:00:00-05:00,2,2,0,0,10,0,0,25.6,0.0,598
2024-01-03 10:00:00-05:00,3,2,0,0,10,0,0,24.4,0.0,461
2024-01-03 10:00:00-05:00,4,2,0,0,10,0,0,26.3,0.0,303
2024-01-03 11:00:00-05:00,1,2,0,0,11,0,0,25.3,0.0,670
2024-01-03 11:00:00-05:00,2,2,0,0,11,0,0,26.9,0.0,596
2024-01-03 11:00:00-05:00,3,2,0,0,11,0,0,26.4,0.0,331
2024-01-03 11:00:00-05:00,4,2,0,0,11,0,0,26.2,0.0,369
2024-01-03 12:00:00-05:00,1,2,0,0,12,0,0,25.9,0.0,610
2024-01-03 12:00:00-05:00,2,2,0,0,12,0,0,26.5,0.0,748
2024-01-03 12:00:00-05:00,3,2,0,0,12,0,0,25.9,0.0,520
2024-01-03 12:00:00-05:00,4,2,0,0,12,0,0,26.2,0.0,474
2024-01-03 13:00:00-05:00,1,2,0,0,13,0,0,25.3,0.0,793
2024-01-03 13:00:00-05:00,2,2,0,0,13,0,0,25.8,0.0,774
2024-01-03 13:00:00-05:00,3,2,0,0,13,0,0,25.2,0.0,475
2024-01-03 13:00:00-05:00,4,2,0,0,13,0,0,26.0,0.0,385
2024-01-03 14:00:00-05:00,1,2,0,0,14,0,0,24.9,0.0,477
2024-01-03 14:00:00-05:00,2,2,0,0,14,0,0,25.4,0.0,481
2024-01-03 14:00:00-05:00,3,2,0,0,14,0,0,25.5,0.0,583
2024-01-03 14:00:00-05:00,4,2,0,0,14,0,0,25.0,0.0,352
2024-01-03 15:00:00-05:00,1,2,0,0,15,0,0,25.0,0.0,433
2024-01-03 15:00:00-05:00,2,2,0,0,15,0,0,24.9,0.0,485
2024-01-03 15:00:00-05:00,3,2,0,0,15,0,0,24.2,0.0,404
2024-01-03 15:00:00-05:00,4,2,0,0,15,0,0,25.3,0.0,377
2024-01-03 16:00:00-05:00,1,2,0,0,16,1,0,23.0,0.0,1281
2024-01-03 16:00:00-05:00,2,2,0,0,16,1,0,23.8,0.0,944
2024-01-03 16:00:00-05:00,3,2,0,0,16,1,0,24.4,0.0,813
2024-01-03 16:00:00-05:00,4,2,0,0,16,1,0,23.8,0.0,844
2024-01-03 17:00:00-05:00,1,2,0,0,17,1,0,23.6,0.0,1103
2024-01-03 17:00:00-05:00,2,2,0,0,17,1,0,24.2,0.0,957
2024-01-03 17:00:00-05:00,3,2,0,0,17,1,0,23.0,0.0,918
2024-01-03 17:00:00-05:00,4,2,0,0,17,1,0,23.1,0.0,801
2024-01-03 18:00:00-05:00,1,2,0,0,18,1,0,22.3,0.0,702
2024-01-03 18:00:00-05:00,2,2,0,0,18,1,0,21.5,0.0,1311
2024-01-03 18:00:00-05:00,3,2,0,0,18,1,0,22.3,0.0,723
2024-01-03 18:00:00-05:00,4,2,0,0,18,1,0,22.0,0.0,656
2024-01-03 19:00:00-05:00,1,2,0,0,19,0,0,21.3,0.0,477
2024-01-03 19:00:00-05:00,2,2,0,0,19,0,0,20.6,0.0,479
2024-01-03 19:00:00-05:00,3,2,0,0,19,0,0,20.7,0.0,528
2024-01-03 19:00:00-05:00,4,2,0,0,19,0,0,20.3,0.0,242
2024-01-03 20:00:00-05:00,1,2,0,0,20,0,0,19.7,0.0,400
2024-01-03 20:00:00-05:00,2,2,0,0,20,0,0,20.4,0.0,399
2024-01-03 20:00:00-05:00,3,2,0,0,20,0,0,20.2,0.0,393
2024-01-03 20:00:00-05:00,4,2,0,0,20,0,0,20.8,0.0,334
2024-01-03 21:00:00-05:00,1,2,0,0,21,0,0,19.2,0.0,438
2024-01-03 21:00:00-05:00,2,2,0,0,21,0,0,18.7,0.0,419
2024-01-03 21:00:00-05:00,3,2,0,0,21,0,0,18.9,0.0,288
2024-01-03 21:00:00-05:00,4,2,0,0,21,0,0,19.2,0.0,225
2024-01-03 22:00:00-05:00,1,2,0,0,22,0,0,18.9,7.8,165
2024-01-03 22:00:00-05:00,2,2,0,0,22,0,0,19.0,0.0,226
2024-01-03 22:00:00-05:00,3,2,0,0,22,0,0,18.4,0.0,215
2024-01-03 22:00:00-05:00,4,2,0,0,22,0,0,19.2,0.0,164
2024-01-03 23:00:00-05:00,1,2,0,0,23,0,0,18.5,0.0,188
2024-01-03 23:00:00-05:00,2,2,0,0,23,0,0,17.1,0.0,168
2024-01-03 23:00:00-05:00,3,2,0,0,23,0,0,17.8,0.0,109
2024-01-03 23:00:00-05:00,4,2,0,0,23,0,0,18.2,0.0,99
2024-01-04 00:00:00-05:00,1,3,0,0,0,0,0,18.1,0.0,23
2024-01-04 00:00:00-05:00,2,3,0,0,0,0,0,18.5,0.0,23
2024-01-04 00:00:00-05:00,3,3,0,0,0,0,0,17.6,0.0,16
2024-01-04 00:00:00-05:00,4,3,0,0,0,0,0,18.8,0.0,14
2024-01-04 01:00:00-05:00,1,3,0,0,1,0,0,17.6,0.0,175
2024-01-04 01:00:00-05:00,2,3,0,0,1,0,0,17.7,0.0,136
2024-01-04 01:00:00-05:00,3,3,0,0,1,0,0,18.5,0.0,120
2024-01-04 01:00:00-05:00,4,3,0,0,1,0,0,18.9,0.0,133
2024-01-04 02:00:00-05:00,1,3,0,0,2,0,0,18.5,0.0,186
2024-01-04 02:00:00-05:00,2,3,0,0,2,0,0,18.4,0.0,215
2024-01-04 02:00:00-05:00,3,3,0,0,2,0,0,18.9,0.0,191
2024-01-04 02:00:00-05:00,4,3,0,0,2,0,0,19.4,0.0,194
2024-01-04 03:00:00-05:00,1,3,0,0,3,0,0,18.5,0.0,326
2024-01-04 03:00:00-05:00,2,3,0,0,3,0,0,19.5,0.0,317
2024-01-04 03:00:00-05:00,3,3,0,0,3,0,0,19.8,0.0,210
2024-01-04 03:00:00-05:00,4,3,0,0,3,0,0,18.8,0.0,185
2024-01-04 04:00:00-05:00,1,3,0,0,4,0,0,20.3,0.0,353
2024-01-04 04:00:00-05:00,2,3,0,0,4,0,0,19.4,0.0,184
2024-01-04 04:00:00-05:00,3,3,0,0,4,0,0,20.0,0.0,217
2024-01-04 04:00:00-05:00,4,3,0,0,4,0,0,20.2,0.0,176
2024-01-04 05:00:00-05:00,1,3,0,0,5,0,0,21.0,0.0,337
2024-01-04 05:00:00-05:00,2,3,0,0,5,0,0,21.9,0.0,397
2024-01-04 05:00:00-05:00,3,3,0,0,5,0,0,21.7,0.0,332
2024-01-04 05:00:00-05:00,4,3,0,0,5,0,0,20.0,0.0,215
2024-01-04 06:00:00-05:00,1,3,0,0,6,1,0,22.3,0.0,1009
2024-01-04 06:00:00-05:00,2,3,0,0,6,1,0,21.7,0.0,1431
2024-01-04 06:00:00-05:00,3,3,0,0,6,1,0,21.8,0.0,888
2024-01-04 06:00:00-05:00,4,3,0,0,6,1,0,22.0,0.0,987
2024-01-04 07:00:00-05:00,1,3,0,0,7,1,0,23.1,0.0,1229
2024-01-04 07:00:00-05:00,2,3,0,0,7,1,0,23.4,0.0,1002
2024-01-04 07:00:00-05:00,3,3,0,0,7,1,0,23.2,0.0,804
2024-01-04 07:00:00-05:00,4,3,0,0,7,1,0,22.9,0.0,524
2024-01-04 08:00:00-05:00,1,3,0,0,8,1,0,23.8,0.0,1537
2024-01-04 08:00:00-05:00,2,3,0,0,8,1,0,23.7,0.0,725
2024-01-04 08:00:00-05:00,3,3,0,0,8,1,0,24.7,0.0,700
2024-01-04 08:00:00-05:00,4,3,0,0,8,1,0,24.0,0.0,631
2024-01-04 09:00:00-05:00,1,3,0,0,9,0,0,24.9,0.0,547
2024-01-04 09:00:00-05:00,2,3,0,0,9,0,0,25.0,0.0,488
2024-01-04 09:00:00-05:00,3,3,0,0,9,0,0,24.3,0.0,336
2024-01-04 09:00:00-05:00,4,3,0,0,9,0,0,24.2,0.0,238
2024-01-04 10:00:00-05:00,1,3,0,0,10,0,0,25.6,0.0,705
2024-01-04 10:00:00-05:00,2,3,0,0,10,0,0,25.4,0.0,575
2024-01-04 10:00:00-05:00,3,3,0,0,10,0,0,25.1,0.0,426
2024-01-04 10:00:00-05:00,4,3,0,0,10,0,0,25.7,0.0,359
2024-01-04 11:00:00-05:00,1,3,0,0,11,0,0,26.1,0.0,851
2024-01-04 11:00:00-05:00,2,3,0,0,11,0,0,26.0,0.0,627
2024-01-04 11:00:00-05:00,3,3,0,0,11,0,0,24.6,0.0,433
2024-01-04 11:00:00-05:00,4,3,0,0,11,0,0,25.7,0.0,381
